4219,40,1467,875000
4218,40,1467,875000
4217,40,1467,875000
4216,40,1467,875000
4215,40,1172,875000
4214,40,1467,875000
4213,40,1467,875000
4212,40,1467,714000
2419,40,1330,714000
2411,40,1253,714000
2410,40,1257,714000
2409,40,1278,714000
2408,40,1221,714000
2407,40,1220,714000
2406,40,1219,714000
2405,40,1216,714000
2404,40,1215,714000
2403,40,1242,714000
2402,40,1247,714000
2401,40,1252,714000
2400,40,1255,714000
2399,40,1250,714000
2398,40,1217,714000
2397,40,1246,714000
2396,40,1251,714000
2395,40,1244,714000
2394,40,1214,714000
2393,40,1218,714000
2392,40,1245,714000
2391,40,1248,714000
2390,40,1243,174000
2389,40,1212,174000
2388,40,1213,174000
2376,40,1378,174000
2375,40,1178,174000
2374,40,1162,174000
2373,40,1163,174000
2372,40,1149,174000
2371,40,1266,174000
2370,40,1166,174000
2309,40,1241,174000
2308,40,1179,174000
1887,40,1270,174000
1799,40,1202,157300
1798,40,1202,157300
1797,40,1202,157300
1354,40,1170,157300
1285,40,1187,157300
1284,40,1188,157300
1283,40,1202,157300
1282,40,1180,154500
1263,40,1174,154500
1249,40,1172,154500
1235,40,1172,154500
1233,40,1225,154500
1230,40,1149,154500
1212,40,1188,154500
2378,1098,1184,154500
2377,1098,40,154500
6400,1164,1174,130000
6354,1164,1151,130000
6353,1164,1150,130000
6352,1164,1263,130000
4228,1164,1149,130000
4222,1164,1224,130000
4114,1164,1150,130000
4113,1164,1152,130000
4112,1164,1154,130000
4111,1164,1263,130000
4110,1164,1149,130000
4109,1164,1224,130000
4108,1164,1163,130000
3075,1164,1151,125000
2942,1164,1149,120000
2885,1164,1098,120000
2821,1164,1150,120000
2820,1164,1149,112000
2819,1164,1224,112000
2818,1164,1154,112000
2817,1164,1263,112000
2816,1164,1152,112000
2815,1164,1151,112000
2597,1164,1151,112000
2563,1164,1149,112000
2440,1164,1154,112000
2439,1164,1152,112000
2438,1164,1151,112000
2437,1164,1150,112000
2436,1164,1149,112000
2435,1164,1263,112000
2434,1164,1263,111000
2366,1164,1263,111000
2365,1164,1152,111000
2364,1164,1151,111000
2363,1164,1154,111000
2362,1164,1150,111000
2361,1164,1149,103400
2296,1164,1263,103400
2171,1164,1154,103400
2170,1164,1263,103400
2169,1164,1152,103400
2168,1164,1150,103400
2167,1164,1149,103400
2166,1164,1151,100000
2066,1164,1224,100000
2065,1164,1152,92500
2064,1164,1154,92500
2063,1164,1263,92500
2062,1164,1098,92500
2061,1164,1150,92500
2060,1164,1151,92500
2012,1164,1152,92500
2011,1164,1151,92500
2010,1164,1154,92500
2009,1164,1149,92500
2008,1164,1150,92500
2007,1164,1263,92500
1871,1164,1247,92500
1870,1164,1152,92500
1869,1164,1151,92500
1868,1164,1154,92500
1867,1164,1149,92000
1866,1164,1150,92000
1865,1164,1098,92000
1864,1164,1178,92000
1710,1164,1149,92000
1708,1164,1154,92000
1706,1164,1151,92000
1705,1164,1152,92000
1704,1164,1098,92000
1703,1164,1150,92000
1702,1164,1149,92000
1558,1164,1151,92000
1557,1164,1098,92000
1556,1164,1152,92000
1555,1164,1098,84000
1554,1164,1152,84000
1553,1164,1151,84000
1552,1164,1098,84000
1551,1164,1152,84000
1550,1164,1151,84000
1549,1164,1154,84000
1548,1164,1149,84000
1547,1164,1150,84000
1478,1164,1098,84000
1477,1164,1152,84000
1476,1164,1151,84000
1475,1164,1154,84000
1474,1164,1150,70000
1473,1164,1149,70000
1463,1164,1174,70000
1421,1164,1263,70000
1418,1164,1149,70000
1417,1164,1150,70000
1416,1164,1154,70000
1415,1164,1151,70000
1414,1164,1152,70000
1413,1164,1098,70000
1295,1164,1098,70000
1294,1164,1152,70000
1293,1164,1151,70000
1292,1164,1154,70000
1291,1164,1150,70000
1290,1164,1149,70000
1245,1167,1149,67800
3084,1170,1437,67800
3083,1170,1173,67800
3082,1170,1456,67800
3081,1170,1266,67800
3080,1170,1267,67800
3079,1170,40,67000
3078,1170,1260,67000
3077,1170,1466,67000
3076,1170,1172,67000
2884,1170,1267,67000
2883,1170,40,67000
2882,1170,1172,67000
2881,1170,1173,67000
2880,1170,1260,66172
2879,1170,1266,66172
2614,1170,1103,66172
2613,1170,1266,66172
2612,1170,1267,66172
2611,1170,40,66172
2610,1170,1173,66000
2609,1170,1172,66000
2608,1170,1377,66000
2607,1170,1260,66000
2359,1170,1172,66000
2358,1170,1260,65000
2333,1170,1174,65000
2332,1170,1149,65000
2331,1170,1167,65000
2330,1170,1260,65000
2314,1170,40,65000
2313,1170,1266,65000
2312,1170,1103,65000
2311,1170,1267,65000
2157,1170,40,65000
2053,1170,1103,64157
2052,1170,1266,64157
2051,1170,1267,64157
2049,1170,1173,64157
2048,1170,1167,64157
2047,1170,1260,64157
2046,1170,1172,64157
2044,1170,40,64000
2043,1170,1171,64000
1951,1170,1171,64000
1914,1170,1171,64000
1913,1170,1167,64000
1912,1170,1260,64000
1911,1170,1172,63000
1910,1170,1173,63000
1909,1170,40,63000
1908,1170,1266,63000
1907,1170,1267,63000
1690,1170,1169,63000
1689,1170,1173,63000
1688,1170,1167,63000
1687,1170,1260,63000
1542,1170,1172,63000
1538,1170,1171,63000
1410,1170,1260,63000
1409,1170,1172,63000
1408,1170,1173,63000
1407,1170,1171,63000
1406,1170,1260,63000
1403,1170,1167,63000
1402,1170,1173,63000
1401,1170,1167,63000
1400,1170,1260,63000
1399,1170,1172,63000
1398,1170,1171,63000
1397,1170,1173,63000
1396,1170,1167,63000
1395,1170,1260,63000
1394,1170,1172,63000
1393,1170,1171,63000
1218,1170,1167,63000
1217,1171,1167,60000
1355,1172,1170,60000
1250,1172,1167,60000
1194,1173,1172,60000
1310,1174,1225,60000
1352,1175,1170,60000
2446,1176,1321,60000
2445,1176,1264,59065
2444,1176,1235,59065
2443,1176,1156,59065
2442,1176,1155,59065
2441,1176,1262,59065
2280,1176,1262,59065
2279,1176,1264,59065
2278,1176,1235,59065
2277,1176,1156,59065
2181,1176,1262,59065
2141,1176,1262,56000
2140,1176,1264,56000
2139,1176,1156,56000
2138,1176,1235,56000
2034,1176,1264,56000
2033,1176,1262,56000
2032,1176,1156,56000
2031,1176,1235,51500
1945,1176,1264,51500
1944,1176,1156,51500
1943,1176,1235,51500
1942,1176,1262,51500
1803,1176,1262,51500
1802,1176,1155,51500
1801,1176,1235,50000
1800,1176,1156,50000
1796,1176,1156,50000
1795,1176,1156,50000
1794,1176,1156,50000
1793,1176,1156,50000
1792,1176,1156,50000
1791,1176,1156,50000
1790,1176,1156,50000
1789,1176,1156,50000
1788,1176,1156,50000
1787,1176,1235,50000
1786,1176,1235,50000
1785,1176,1264,50000
1682,1176,1262,50000
1681,1176,1264,50000
1680,1176,1155,50000
1679,1176,1235,50000
1678,1176,1156,50000
1537,1176,1262,50000
1275,1176,1155,50000
1274,1176,1156,48000
1273,1176,1235,48000
1472,1177,1162,48000
1471,1177,1205,48000
1470,1177,1217,48000
1469,1177,1241,48000
4258,1178,1255,48000
4257,1178,1216,48000
4256,1178,1499,47000
4255,1178,1217,45500
4254,1178,1458,45500
4253,1178,1212,45500
4252,1178,1213,45500
4251,1178,1214,45500
4250,1178,1243,45500
4249,1178,1457,45500
4248,1178,1246,45000
4247,1178,1250,45000
4246,1178,1218,45000
4245,1178,1252,45000
4244,1178,1459,45000
4243,1178,1253,45000
4242,1178,1245,43591
4241,1178,1248,43591
4240,1178,1251,43591
4239,1178,1242,43591
4238,1178,1244,43591
3031,1178,1242,43591
3030,1178,1459,43500
3029,1178,1252,43500
3028,1178,1216,43500
3027,1178,1218,43500
3026,1178,1250,43500
3025,1178,1246,43500
3024,1178,1212,43500
3023,1178,1458,43000
3022,1178,1217,43000
3021,1178,1457,43000
3020,1178,1243,43000
3019,1178,1214,43000
3018,1178,1255,43000
3017,1178,1253,43000
3016,1178,1245,42500
3015,1178,1248,42500
3014,1178,1251,42500
3013,1178,1213,42500
3012,1178,1244,42500
2876,1178,1217,40000
2875,1178,1248,40000
2874,1178,1458,40000
2873,1178,1251,40000
2872,1178,1213,40000
2871,1178,1212,40000
2870,1178,1246,40000
2869,1178,1250,40000
2868,1178,1218,40000
2867,1178,1244,40000
2866,1178,1216,40000
2865,1178,1252,40000
2864,1178,1459,40000
2863,1178,1242,40000
2862,1178,1215,40000
2861,1178,1221,40000
2860,1178,1220,40000
2859,1178,1278,40000
2790,1178,1218,40000
2789,1178,1244,40000
2788,1178,1213,40000
2787,1178,1217,40000
2786,1178,1216,40000
2785,1178,1212,40000
2784,1178,1246,38100
2783,1178,1214,38100
2782,1178,1255,38100
2781,1178,1252,38100
2780,1178,1243,38100
2779,1178,1250,37500
2778,1178,1253,37500
2777,1178,1245,37500
2776,1178,1248,37500
2775,1178,1242,37500
2774,1178,1251,36000
2773,1178,1215,35400
2772,1178,1173,35400
2593,1178,1213,35400
2592,1178,1253,32000
2591,1178,1212,32000
2590,1178,1217,32000
2589,1178,1243,32000
2588,1178,1244,32000
2587,1178,1252,32000
2586,1178,1255,32000
2585,1178,1245,32000
2584,1178,1251,32000
2583,1178,1214,32000
2582,1178,1246,32000
2581,1178,1216,30000
2580,1178,1218,30000
2579,1178,1215,30000
2578,1178,1250,30000
2577,1178,1242,30000
2576,1178,1248,30000
2574,1178,1149,30000
2480,1178,1257,30000
2479,1178,1166,30000
2478,1178,1288,30000
2477,1178,1324,30000
2476,1178,1217,30000
2475,1178,1213,30000
2474,1178,1251,30000
2473,1178,1212,30000
2472,1178,1246,30000
2471,1178,1221,30000
2470,1178,1220,30000
2469,1178,1219,30000
2468,1178,1278,30000
2467,1178,1216,30000
2466,1178,1253,30000
2465,1178,1244,30000
2464,1178,1214,30000
2463,1178,1215,30000
2462,1178,1250,30000
2461,1178,1248,30000
2460,1178,1243,30000
2459,1178,1242,30000
2458,1178,1252,30000
2457,1178,1255,30000
2456,1178,1218,30000
2455,1178,1245,29462
2257,1178,1171,29462
2256,1178,1278,29462
2255,1178,1219,29462
2254,1178,1221,29000
2253,1178,1246,28500
2252,1178,1245,28500
2251,1178,1247,28500
2250,1178,1252,28000
2249,1178,1255,28000
2248,1178,1217,28000
2247,1178,1213,28000
2246,1178,1251,28000
2245,1178,1216,28000
2244,1178,1253,27739
2243,1178,1244,27739
2242,1178,1214,27739
2241,1178,1249,27301
2240,1178,1215,27301
2239,1178,1250,27301
2238,1178,1220,27301
2237,1178,1212,27000
2236,1178,1248,27000
2235,1178,1218,26700
2234,1178,1243,26700
2233,1178,1242,26700
2232,1178,1254,26500
2096,1178,1245,26500
2095,1178,1213,26500
2094,1178,1251,26500
2093,1178,1217,26100
2092,1178,1212,26100
2091,1178,1216,26100
2090,1178,1246,26000
2089,1178,1255,26000
2088,1178,1253,26000
2087,1178,1248,26000
2086,1178,1244,26000
2085,1178,1252,26000
2084,1178,1214,26000
2083,1178,1249,26000
2082,1178,1215,26000
2081,1178,1218,26000
2080,1178,1250,26000
2079,1178,1243,26000
2078,1178,1247,26000
2077,1178,1278,26000
2076,1178,1220,25295
2075,1178,1219,25295
2074,1178,1221,25295
2073,1178,1254,25100
2072,1178,1242,25081
1999,1178,1215,25081
1998,1178,1246,25081
1997,1178,1216,25081
1996,1178,1213,25000
1995,1178,1251,25000
1994,1178,1245,25000
1993,1178,1217,25000
1992,1178,1255,25000
1991,1178,1244,25000
1990,1178,1249,25000
1989,1178,1248,25000
1988,1178,1218,25000
1987,1178,1253,25000
1986,1178,1252,25000
1985,1178,1214,25000
1984,1178,1243,25000
1983,1178,1250,25000
1982,1178,1221,25000
1981,1178,1219,25000
1980,1178,1278,25000
1979,1178,1220,25000
1978,1178,1242,25000
1977,1178,1254,25000
1976,1178,1247,25000
1975,1178,1212,25000
